中型车流量,数据时间,大车流量,平均车速,监测点id,微型车流量,长车流量,车头距,id,车流量,平均占道率,轻型车流量
350,"06-4月 -17 12.00.00.000000000 上午",238,"1.75E+001",1001,1931,742,0,1841,3579,"7.2000000000000002E+000",318
956,"05-4月 -17 12.00.00.000000000 上午",562,"3.25E+001",1001,5303,1507,0,1821,9127,"9.4000000000000004E+000",799
88,"17-1月 -19 12.00.00.000000000 上午",66,"8.3299999999999997E+001",1001,4158,161,0,14041,4533,"1.6000000000000001E+000",60
254,"21-7月 -19 12.00.00.000000000 上午",120,"6.2100000000000001E+001",1001,572,74,0,17741,1189,6.9999999999999996E-001,169
68,"18-8月 -19 12.00.00.000000000 上午",38,"6.4400000000000006E+001",1001,242,31,0,18301,424,4.0000000000000002E-001,45
96,"19-11月-18 12.00.00.000000000 上午",68,"8.1900000000000006E+001",1001,1076,105,0,12861,1415,"1.2E+000",70
230,"10-8月 -19 12.00.00.000000000 上午",112,"9.95E+001",1001,640,103,0,18141,1216,9.0000000000000002E-001,131
23,"15-1月 -19 12.00.00.000000000 上午",15,"8.6900000000000006E+001",1001,7785,12,0,14001,7836,8.0000000000000004E-001,1
285,"27-8月 -19 12.00.00.000000000 上午",144,"9.6200000000000003E+001",1001,893,122,0,18481,1673,"1.2E+000",229
726,"21-7月 -18 12.00.00.000000000 上午",421,"1.022E+002",1001,6588,621,0,10521,8971,"1.6000000000000001E+000",615
431,"17-7月 -19 12.00.00.000000000 上午",206,"9.4E+001",1001,1287,222,0,17661,2421,"1.6000000000000001E+000",275
181,"14-8月 -19 12.00.00.000000000 上午",82,"9.5900000000000006E+001",1001,670,87,0,18221,1180,"1.2E+000",160
287,"06-8月 -19 12.00.00.000000000 上午",104,"9.5599999999999994E+001",1001,802,158,0,18061,1533,"1.3999999999999999E+000",182
1197,"22-4月 -17 12.00.00.000000000 上午",757,"2.6399999999999999E+001",1001,10224,1995,0,2161,15291,"2.2800000000000001E+001",1118
363,"21-11月-18 12.00.00.000000000 上午",199,"8.5299999999999997E+001",1001,2281,272,0,12901,3428,"2.6000000000000001E+000",313
5,"13-1月 -19 12.00.00.000000000 上午",0,"7.9700000000000003E+001",1001,1467,0,0,13961,1473,2.9999999999999999E-001,1
178,"11-8月 -19 12.00.00.000000000 上午",76,"1.01E+002",1001,531,69,0,18161,983,8.0000000000000004E-001,129
406,"14-7月 -19 12.00.00.000000000 上午",231,"9.4799999999999997E+001",1001,1084,195,0,17601,2200,"1.2E+000",284
257,"03-8月 -19 12.00.00.000000000 上午",129,"9.6E+001",1001,683,116,0,18001,1359,"1.0E+000",174
253,"20-8月 -19 12.00.00.000000000 上午",103,"9.0E+001",1001,733,79,0,18341,1341,"4.4000000000000004E+000",173
787,"16-8月 -18 12.00.00.000000000 上午",512,"1.04E+002",1001,5440,672,0,11041,8047,"1.8E+000",636
254,"11-1月 -19 12.00.00.000000000 上午",135,"8.2900000000000006E+001",1001,2274,220,0,13921,3061,"1.2E+000",178
300,"07-8月 -19 12.00.00.000000000 上午",161,"9.8400000000000006E+001",1001,783,167,0,18081,1580,"1.2E+000",169
238,"12-8月 -19 12.00.00.000000000 上午",123,"9.6900000000000006E+001",1001,890,181,0,18181,1606,"1.3E+000",174
711,"12-10月-18 12.00.00.000000000 上午",909,"4.65E+001",1001,5469,1726,0,12101,9504,"8.6999999999999993E+000",689
267,"08-8月 -19 12.00.00.000000000 上午",125,"9.7799999999999997E+001",1001,824,130,0,18101,1501,"1.2E+000",155
267,"27-1月 -19 12.00.00.000000000 上午",153,"8.8200000000000003E+001",1001,3744,414,0,14241,4840,"2.6000000000000001E+000",262
318,"28-8月 -19 12.00.00.000000000 上午",134,"9.4900000000000006E+001",1001,755,131,0,18501,1529,"1.2E+000",191
199,"04-8月 -19 12.00.00.000000000 上午",88,"9.65E+001",1001,529,88,0,18021,1026,"1.0E+000",122
170,"25-1月 -19 12.00.00.000000000 上午",144,"6.2200000000000003E+001",1001,1975,612,0,14201,3017,"5.2999999999999998E+000",116
260,"24-8月 -19 12.00.00.000000000 上午",106,"9.4099999999999994E+001",1001,710,63,0,18421,1330,9.0000000000000002E-001,191
0,"01-8月 -19 12.00.00.000000000 上午",0,"9.6999999999999993E+000",1001,4,0,0,17961,4,0,0
521,"23-1月 -19 12.00.00.000000000 上午",450,"6.4299999999999997E+001",1001,4335,1973,0,14161,7732,"1.4E+001",453
233,"21-8月 -19 12.00.00.000000000 上午",97,"9.3200000000000003E+001",1001,708,104,0,18361,1327,"1.0E+000",185
246,"21-1月 -19 12.00.00.000000000 上午",240,"7.4099999999999994E+001",1001,4617,695,0,14121,6009,"3.6000000000000001E+000",211
230,"28-7月 -19 12.00.00.000000000 上午",95,"9.6799999999999997E+001",1001,583,86,0,17881,1154,9.0000000000000002E-001,160
113,"25-8月 -19 12.00.00.000000000 上午",45,"5.8799999999999997E+001",1001,296,29,0,18441,565,4.0000000000000002E-001,82
220,"17-8月 -19 12.00.00.000000000 上午",109,"9.2099999999999994E+001",1001,702,68,0,18281,1272,9.0000000000000002E-001,173
213,"16-8月 -19 12.00.00.000000000 上午",88,"9.3900000000000006E+001",1001,728,105,0,18261,1280,9.0000000000000002E-001,146
629,"10-7月 -19 12.00.00.000000000 上午",270,"9.0900000000000006E+001",1001,1670,340,0,17521,3390,"1.6000000000000001E+000",481
178,"28-11月-17 12.00.00.000000000 上午",96,"1.6800000000000001E+001",1001,395,309,0,6001,1096,"1.3E+000",118
158,"30-7月 -19 12.00.00.000000000 上午",86,"9.3400000000000006E+001",1001,549,74,0,17921,967,"1.0E+000",100
776,"09-1月 -19 12.00.00.000000000 上午",438,"9.2200000000000003E+001",1001,5115,778,0,13881,7786,"4.2999999999999998E+000",679
1106,"04-4月 -17 12.00.00.000000000 上午",583,"3.0100000000000001E+001",1001,7097,1650,0,1801,11394,"1.36E+001",958
207,"13-8月 -19 12.00.00.000000000 上午",88,"9.6299999999999997E+001",1001,826,91,0,18201,1362,"1.1000000000000001E+000",150
752,"15-8月 -18 12.00.00.000000000 上午",414,"1.04E+002",1001,5138,537,0,11021,7463,"1.3E+000",622
474,"06-7月 -19 12.00.00.000000000 上午",261,"9.6099999999999994E+001",1001,1064,228,0,17441,2321,"1.2E+000",294
288,"26-7月 -19 12.00.00.000000000 上午",161,"9.6200000000000003E+001",1001,800,141,0,17841,1588,"1.5E+000",198
1129,"07-1月 -19 12.00.00.000000000 上午",658,"1.0009999999999999E+002",1001,6456,1179,0,13841,10319,"3.2000000000000002E+000",897
147,"31-7月 -19 12.00.00.000000000 上午",74,"6.6900000000000006E+001",1001,516,99,0,17941,952,9.0000000000000002E-001,116
563,"03-7月 -19 12.00.00.000000000 上午",285,"8.9099999999999994E+001",1001,1682,277,0,17381,3199,"2.7000000000000002E+000",392
4,"07-12月-17 12.00.00.000000000 上午",5,"3.3999999999999999E+000",1001,5,11,0,6181,26,2.0000000000000001E-001,1
331,"23-7月 -19 12.00.00.000000000 上午",165,"9.1700000000000003E+001",1001,1021,187,0,17781,1958,"1.5E+000",254
253,"27-7月 -19 12.00.00.000000000 上午",111,"9.8099999999999994E+001",1001,657,98,0,17861,1273,9.0000000000000002E-001,154
349,"05-1月 -19 12.00.00.000000000 上午",262,"8.7299999999999997E+001",1001,2035,401,0,13801,3316,"1.8E+000",269
189,"09-8月 -19 12.00.00.000000000 上午",105,"9.7900000000000006E+001",1001,613,74,0,18121,1125,8.0000000000000004E-001,144
1005,"14-8月 -18 12.00.00.000000000 上午",585,"1.05E+002",1001,6871,862,0,11001,10145,"1.8999999999999999E+000",822
551,"31-12月-18 12.00.00.000000000 上午",303,"5.4E+001",1001,4777,365,0,13701,6495,9.0000000000000002E-001,499
435,"19-7月 -19 12.00.00.000000000 上午",211,"9.2200000000000003E+001",1001,1177,214,0,17701,2375,"1.5E+000",338
392,"24-7月 -19 12.00.00.000000000 上午",202,"9.2799999999999997E+001",1001,1071,263,0,17801,2217,"1.7E+000",289
1224,"03-1月 -19 12.00.00.000000000 上午",661,"1.02E+002",1001,6879,894,0,13761,10668,"2.1000000000000001E+000",1010
3,"25-6月 -19 12.00.00.000000000 上午",0,"1.6199999999999999E+001",1001,32,8,0,17221,44,"1.0E+000",1
124,"22-12月-17 12.00.00.000000000 上午",97,"1.8600000000000001E+001",1001,412,219,0,6481,956,8.0000000000000004E-001,104
236,"05-8月 -19 12.00.00.000000000 上午",115,"9.5E+001",1001,800,170,0,18041,1487,"1.2E+000",166
488,"15-7月 -19 12.00.00.000000000 上午",244,"9.4599999999999994E+001",1001,1214,276,0,17621,2573,"1.5E+000",351
298,"20-7月 -19 12.00.00.000000000 上午",148,"6.2899999999999999E+001",1001,591,122,0,17721,1354,8.0000000000000004E-001,195
1050,"13-8月 -18 12.00.00.000000000 上午",620,"1.06E+002",1001,7581,903,0,10981,10980,"1.8999999999999999E+000",826
484,"01-1月 -19 12.00.00.000000000 上午",337,"1.108E+002",1001,4985,375,0,13721,6573,"1.3E+000",392
166,"02-8月 -19 12.00.00.000000000 上午",83,"7.0599999999999994E+001",1001,569,70,0,17981,1028,8.0000000000000004E-001,140
407,"22-6月 -19 12.00.00.000000000 上午",239,"9.7E+001",1001,995,221,0,17161,2139,"1.2E+000",277
554,"18-6月 -19 12.00.00.000000000 上午",328,"9.5900000000000006E+001",1001,1530,450,0,17081,3239,"1.8E+000",377
43,"29-12月-18 12.00.00.000000000 上午",38,"4.05E+001",1001,252,26,0,13661,405,"1.7E+000",46
498,"16-7月 -19 12.00.00.000000000 上午",225,"9.3700000000000003E+001",1001,1244,262,0,17641,2593,"1.3999999999999999E+000",364
465,"12-7月 -19 12.00.00.000000000 上午",213,"9.2E+001",1001,1130,246,0,17561,2344,"1.3E+000",290
699,"28-6月 -18 12.00.00.000000000 上午",565,"5.9E+001",1001,4941,2026,0,10061,8759,"7.5999999999999996E+000",528
296,"29-7月 -19 12.00.00.000000000 上午",112,"9.7299999999999997E+001",1001,774,143,0,17901,1494,"1.1000000000000001E+000",169
547,"08-7月 -19 12.00.00.000000000 上午",279,"9.5799999999999997E+001",1001,1256,302,0,17481,2740,"1.3999999999999999E+000",356
485,"13-7月 -19 12.00.00.000000000 上午",194,"9.4900000000000006E+001",1001,1155,202,0,17581,2359,"1.2E+000",323
11,"27-12月-18 12.00.00.000000000 上午",39,"8.1200000000000003E+001",1001,1745,6,0,13621,1806,5.0E-001,5
1391,"30-3月 -17 12.00.00.000000000 上午",788,"3.1100000000000001E+001",1001,9188,1981,0,1701,14483,"1.7300000000000001E+001",1135
528,"12-8月 -18 12.00.00.000000000 上午",314,"1.068E+002",1001,4246,330,0,10961,5872,"1.1000000000000001E+000",454
1812,"01-4月 -17 12.00.00.000000000 上午",980,"5.0899999999999999E+001",1001,10251,2645,0,1741,17306,"1.44E+001",1618
462,"09-7月 -19 12.00.00.000000000 上午",204,"9.1900000000000006E+001",1001,1186,181,0,17501,2337,"1.3E+000",304
576,"25-12月-18 12.00.00.000000000 上午",1751,"3.8E+001",1001,5323,1702,0,13581,9755,"2.1E+001",403
261,"25-7月 -19 12.00.00.000000000 上午",148,"9.4900000000000006E+001",1001,874,165,0,17821,1711,"1.2E+000",263
1099,"29-6月 -18 12.00.00.000000000 上午",811,"3.8200000000000003E+001",1001,6351,3613,0,10081,12818,"1.1800000000000001E+001",944
425,"24-6月 -18 12.00.00.000000000 上午",330,"3.2200000000000003E+001",1001,3496,1275,0,9981,5949,"6.2999999999999998E+000",423
531,"05-7月 -19 12.00.00.000000000 上午",297,"9.2799999999999997E+001",1001,1260,356,0,17421,2771,"2.2000000000000002E+000",327
428,"01-7月 -19 12.00.00.000000000 上午",249,"9.0400000000000006E+001",1001,1283,255,0,17341,2549,"1.5E+000",334
492,"01-12月-18 12.00.00.000000000 上午",280,"8.9799999999999997E+001",1001,3314,412,0,13101,4845,"1.6000000000000001E+000",347
461,"22-7月 -19 12.00.00.000000000 上午",229,"9.3099999999999994E+001",1001,1154,264,0,17761,2384,"1.8E+000",276
98,"01-2月 -19 12.00.00.000000000 上午",43,"3.4600000000000001E+001",1001,287,75,0,14341,549,"1.3E+000",46
2107,"11-6月 -18 12.00.00.000000000 上午",1456,"5.1299999999999997E+001",1001,16519,5878,0,9721,27924,"2.45E+001",1964
490,"02-7月 -19 12.00.00.000000000 上午",229,"9.2700000000000003E+001",1001,1169,236,0,17361,2442,"1.3999999999999999E+000",318
327,"18-7月 -19 12.00.00.000000000 上午",167,"7.9E+001",1001,894,179,0,17681,1770,"1.2E+000",203
556,"27-6月 -19 12.00.00.000000000 上午",307,"9.4900000000000006E+001",1001,1338,328,0,17261,2921,"1.6000000000000001E+000",392
918,"21-12月-18 12.00.00.000000000 上午",469,"8.45E+001",1001,5840,1142,0,13501,9125,"5.0E+000",756
695,"11-8月 -18 12.00.00.000000000 上午",453,"1.0559999999999999E+002",1001,5308,519,0,10941,7594,"1.3999999999999999E+000",619
228,"30-1月 -19 12.00.00.000000000 上午",169,"7.2400000000000006E+001",1001,2245,495,0,14301,3356,"3.0E+000",219
1198,"02-4月 -17 12.00.00.000000000 上午",660,"3.0699999999999999E+001",1001,7553,1885,0,1761,12321,"1.2699999999999999E+001",1025
346,"28-1月 -19 12.00.00.000000000 上午",249,"9.0E+001",1001,3307,545,0,14261,4744,"3.1000000000000001E+000",297
1395,"21-4月 -17 12.00.00.000000000 上午",776,"3.1E+001",1001,10213,2013,0,2141,15631,"1.9399999999999999E+001",1234
2791,"31-5月 -18 12.00.00.000000000 上午",2439,"4.4299999999999997E+001",1001,23615,7282,0,9681,38753,"2.2600000000000001E+001",2626
1022,"17-5月 -18 12.00.00.000000000 上午",1039,"4.1E+001",1001,8889,3663,0,9401,15611,"1.6E+001",998
562,"28-6月 -19 12.00.00.000000000 上午",341,"9.4299999999999997E+001",1001,1477,388,0,17281,3123,"2.1000000000000001E+000",355
297,"24-6月 -19 12.00.00.000000000 上午",171,"7.3299999999999997E+001",1001,1174,256,0,17201,2155,"1.3999999999999999E+000",257
400,"11-7月 -19 12.00.00.000000000 上午",194,"9.1099999999999994E+001",1001,843,162,0,17541,1851,"1.3E+000",252
234,"26-1月 -19 12.00.00.000000000 上午",159,"7.1599999999999994E+001",1001,2898,286,0,14221,3749,"2.2999999999999998E+000",172
428,"02-12月-18 12.00.00.000000000 上午",256,"8.5700000000000003E+001",1001,2742,419,0,13121,4171,"3.0E+000",326
998,"24-5月 -18 12.00.00.000000000 上午",569,"7.35E+001",1001,7967,2385,0,9541,12803,"8.4000000000000004E+000",884
937,"31-3月 -17 12.00.00.000000000 上午",581,"3.0600000000000001E+001",1001,6840,1587,0,1721,10814,"1.5800000000000001E+001",869
537,"20-6月 -19 12.00.00.000000000 上午",298,"9.45E+001",1001,1407,335,0,17121,2925,"1.6000000000000001E+000",348
337,"24-1月 -19 12.00.00.000000000 上午",224,"8.25E+001",1001,2792,519,0,14181,4190,"3.1000000000000001E+000",318
77,"30-3月 -18 12.00.00.000000000 上午",64,"2.8899999999999999E+001",1001,416,160,0,8441,790,"4.0E+000",73
403,"07-7月 -19 12.00.00.000000000 上午",236,"9.6700000000000003E+001",1001,785,163,0,17461,1824,"1.1000000000000001E+000",237
34,"10-3月 -18 12.00.00.000000000 上午",35,"1.8899999999999999E+001",1001,87,94,0,8041,275,"1.2E+000",25
248,"23-6月 -19 12.00.00.000000000 上午",149,"9.6400000000000006E+001",1001,652,175,0,17181,1383,"1.1000000000000001E+000",159
834,"22-1月 -19 12.00.00.000000000 上午",459,"8.7900000000000006E+001",1001,6328,865,0,14141,9165,"4.0E+000",679
974,"17-3月 -18 12.00.00.000000000 上午",547,"5.7799999999999997E+001",1001,3707,1588,0,8181,7653,"1.01E+001",837
544,"21-6月 -19 12.00.00.000000000 上午",333,"9.5799999999999997E+001",1001,1529,416,0,17141,3231,"1.8999999999999999E+000",409
308,"16-6月 -19 12.00.00.000000000 上午",186,"9.9900000000000006E+001",1001,933,202,0,17041,1858,"1.2E+000",229
277,"22-8月 -19 12.00.00.000000000 上午",137,"9.3400000000000006E+001",1001,880,156,0,18381,1637,"1.6000000000000001E+000",187
355,"23-2月 -18 12.00.00.000000000 上午",233,"3.7899999999999999E+001",1001,1070,670,0,7741,2631,"2.6000000000000001E+000",303
617,"04-7月 -19 12.00.00.000000000 上午",293,"9.1799999999999997E+001",1001,1475,317,0,17401,3092,"1.6000000000000001E+000",390
485,"17-6月 -19 12.00.00.000000000 上午",266,"9.9599999999999994E+001",1001,1522,332,0,17061,2979,"1.3999999999999999E+000",374
296,"13-6月 -19 12.00.00.000000000 上午",135,"8.8900000000000006E+001",1001,956,133,0,16981,1782,"1.3E+000",262
802,"25-9月 -18 12.00.00.000000000 上午",513,"1.053E+002",1001,4225,789,0,11761,6949,"1.8999999999999999E+000",620
221,"02-3月 -18 12.00.00.000000000 上午",137,"1.6899999999999999E+001",1001,641,476,0,7881,1633,"2.2000000000000002E+000",158
0,"20-1月 -19 12.00.00.000000000 上午",0,"6.9299999999999997E+001",1001,1096,0,0,14101,1096,2.9999999999999999E-001,0
234,"04-7月 -17 12.00.00.000000000 上午",149,"1.51E+001",1001,1228,469,0,3361,2250,"4.0999999999999996E+000",170
353,"30-6月 -19 12.00.00.000000000 上午",200,"9.5200000000000003E+001",1001,889,127,0,17321,1792,"1.0E+000",223
156,"15-2月 -18 12.00.00.000000000 上午",68,"1.6699999999999999E+001",1001,525,204,0,7581,1096,9.0000000000000002E-001,143
287,"08-2月 -18 12.00.00.000000000 上午",209,"2.7199999999999999E+001",1001,967,508,0,7441,2217,"2.1000000000000001E+000",246
341,"14-6月 -19 12.00.00.000000000 上午",168,"9.5700000000000003E+001",1001,1027,278,0,17001,2054,"1.6000000000000001E+000",240
846,"09-4月 -19 12.00.00.000000000 上午",450,"9.4799999999999997E+001",1001,2247,542,0,15681,4625,"1.8E+000",540
500,"02-9月 -18 12.00.00.000000000 上午",285,"1.05E+002",1001,3181,381,0,11341,4756,"1.1000000000000001E+000",409
189,"25-4月 -18 12.00.00.000000000 上午",131,"6.3799999999999997E+001",1001,361,456,0,8961,1306,"6.2000000000000002E+000",169
117,"06-7月 -17 12.00.00.000000000 上午",83,"1.05E+001",1001,501,299,0,3401,1109,"2.1000000000000001E+000",109
757,"28-1月 -18 12.00.00.000000000 上午",394,"6.0E+001",1001,3057,949,0,7221,5835,"3.5E+000",678
400,"03-8月 -17 12.00.00.000000000 上午",264,"1.6699999999999999E+001",1001,2487,801,0,3801,4322,"9.0999999999999996E+000",370
10,"13-4月 -18 12.00.00.000000000 上午",4,"2.7E+001",1001,85,5,0,8721,109,2.9999999999999999E-001,5
2586,"22-6月 -18 12.00.00.000000000 上午",1963,"5.2899999999999999E+001",1001,15498,7876,0,9941,30117,"2.0600000000000001E+001",2194
266,"01-1月 -18 12.00.00.000000000 上午",161,"2.0899999999999999E+001",1001,626,497,0,6681,1750,"2.1000000000000001E+000",200
1225,"04-7月 -18 12.00.00.000000000 上午",897,"2.4899999999999999E+001",1001,9069,3144,0,10181,15383,"8.3000000000000007E+000",1048
482,"11-1月 -18 12.00.00.000000000 上午",242,"5.0700000000000003E+001",1001,2389,572,0,6881,4134,"2.2999999999999998E+000",449
742,"18-8月 -17 12.00.00.000000000 上午",444,"3.2399999999999999E+001",1001,3444,1260,0,4101,6518,"8.0E+000",628
1842,"29-4月 -18 12.00.00.000000000 上午",1721,"4.8E+001",1001,18868,5402,0,9041,29586,"2.0800000000000001E+001",1753
313,"25-12月-17 12.00.00.000000000 上午",206,"3.5399999999999999E+001",1001,682,495,0,6541,1952,"1.8E+000",256
0,"17-11月-18 12.00.00.000000000 上午",0,"7.9099999999999994E+001",1001,1083,0,0,12821,1083,2.9999999999999999E-001,0
453,"29-7月 -17 12.00.00.000000000 上午",254,"2.15E+001",1001,1881,841,0,3742,3790,"5.7000000000000002E+000",361
791,"24-12月-18 12.00.00.000000000 上午",534,"9.2400000000000006E+001",1001,5162,959,0,13561,8066,"4.0999999999999996E+000",620
913,"01-4月 -18 12.00.00.000000000 上午",531,"3.3799999999999997E+001",1001,4742,1391,0,8481,8365,"7.9000000000000004E+000",788
417,"07-9月 -17 12.00.00.000000000 上午",253,"2.3899999999999999E+001",1001,1581,735,0,4421,3289,"3.7000000000000002E+000",303
975,"08-5月 -18 12.00.00.000000000 上午",1455,"3.8200000000000003E+001",1001,10154,2991,0,9221,16407,"1.7199999999999999E+001",832
861,"04-11月-18 12.00.00.000000000 上午",680,"7.3700000000000003E+001",1001,5714,2359,0,12561,10255,"7.9000000000000004E+000",641
526,"01-8月 -18 12.00.00.000000000 上午",306,"8.9900000000000006E+001",1001,4144,424,0,10741,5823,"1.5E+000",423
685,"23-6月 -18 12.00.00.000000000 上午",821,"3.75E+001",1001,5493,2977,0,9961,10502,"1.24E+001",526
132,"17-4月 -18 12.00.00.000000000 上午",80,"6.7400000000000006E+001",1001,200,257,0,8801,755,"3.8999999999999999E+000",86
1525,"12-7月 -18 12.00.00.000000000 上午",1268,"5.4600000000000001E+001",1001,11291,5184,0,10341,20544,"1.8100000000000001E+001",1276
543,"20-12月-17 12.00.00.000000000 上午",261,"6.8099999999999994E+001",1001,2595,452,0,6441,4346,"1.8999999999999999E+000",495
1715,"08-8月 -17 12.00.00.000000000 上午",958,"4.8700000000000003E+001",1001,10508,2662,0,3901,17345,"1.8300000000000001E+001",1502
410,"19-5月 -17 12.00.00.000000000 上午",242,"1.6E+001",1001,3264,877,0,2701,5140,"1.0800000000000001E+001",347
451,"22-12月-18 12.00.00.000000000 上午",280,"8.8900000000000006E+001",1001,3984,424,0,13521,5494,"2.0E+000",355
530,"01-11月-18 12.00.00.000000000 上午",408,"7.6900000000000006E+001",1001,5140,1575,0,12501,8176,"5.2000000000000002E+000",523
1067,"06-8月 -17 12.00.00.000000000 上午",632,"3.5799999999999997E+001",1001,6094,1722,0,3861,10416,"1.54E+001",901
2199,"03-5月 -18 12.00.00.000000000 上午",1788,"5.1899999999999999E+001",1001,17040,5581,0,9121,28741,"2.15E+001",2133
310,"25-9月 -17 12.00.00.000000000 上午",198,"1.6100000000000001E+001",1001,1696,639,0,4984,3119,"5.4000000000000004E+000",276
846,"23-12月-18 12.00.00.000000000 上午",459,"1.027E+002",1001,6317,741,0,13541,9084,"2.2000000000000002E+000",721
290,"05-12月-17 12.00.00.000000000 上午",242,"3.7399999999999999E+001",1001,1139,734,0,6141,2648,"3.1000000000000001E+000",243
999,"16-6月 -17 12.00.00.000000000 上午",585,"4.3200000000000003E+001",1001,5012,1869,0,3001,9315,"1.1E+001",850
484,"19-5月 -19 12.00.00.000000000 上午",261,"1.012E+002",1001,1608,272,0,16481,2922,"1.2E+000",297
759,"26-6月 -18 12.00.00.000000000 上午",919,"5.3299999999999997E+001",1001,6241,2383,0,10021,10972,"1.26E+001",670
685,"26-8月 -17 12.00.00.000000000 上午",409,"2.1699999999999999E+001",1001,4502,1222,0,4261,7374,"1.2199999999999999E+001",556
125,"03-4月 -18 12.00.00.000000000 上午",77,"1.9E+001",1001,375,225,0,8521,904,"3.2000000000000002E+000",102
2377,"15-10月-17 12.00.00.000000000 上午",1305,"7.9299999999999997E+001",1001,12653,2887,0,5121,21263,"1.3E+001",2041
226,"28-8月 -17 12.00.00.000000000 上午",176,"1.09E+001",1001,1857,534,0,4301,3006,"1.06E+001",213
538,"08-11月-17 12.00.00.000000000 上午",372,"4.8E+001",1001,1348,963,0,5601,3666,"3.7000000000000002E+000",445
89,"22-1月 -18 12.00.00.000000000 上午",69,"9.6999999999999993E+000",1001,223,147,0,7101,607,5.0E-001,79
2890,"11-12月-18 12.00.00.000000000 上午",2678,"5.2E+001",1001,21567,8367,0,13301,38286,"2.1399999999999999E+001",2784
736,"01-9月 -18 12.00.00.000000000 上午",417,"1.023E+002",1001,5525,463,0,11323,7835,"1.5E+000",694
646,"08-10月-17 12.00.00.000000000 上午",348,"2.7699999999999999E+001",1001,2951,1095,0,4941,5562,"6.0999999999999996E+000",522
290,"16-7月 -17 12.00.00.000000000 上午",169,"1.2699999999999999E+001",1001,1705,575,0,3752,2970,"7.2999999999999998E+000",231
474,"16-9月 -17 12.00.00.000000000 上午",329,"3.2899999999999999E+001",1001,1700,846,0,4601,3773,"3.2000000000000002E+000",424
1141,"10-7月 -18 12.00.00.000000000 上午",1079,"2.7399999999999999E+001",1001,9087,3836,0,10301,16096,"1.6600000000000001E+001",953
202,"07-1月 -18 12.00.00.000000000 上午",153,"2.7300000000000001E+001",1001,447,367,0,6801,1349,"1.3E+000",180
1599,"14-8月 -17 12.00.00.000000000 上午",893,"5.25E+001",1001,8066,2418,0,4021,14275,"1.4300000000000001E+001",1299
1289,"03-9月 -17 12.00.00.000000000 上午",693,"3.3399999999999999E+001",1001,10088,2108,0,4763,15243,"2.1399999999999999E+001",1065
365,"08-9月 -17 12.00.00.000000000 上午",218,"1.4199999999999999E+001",1001,2148,555,0,4441,3593,"4.0E+000",307
997,"06-12月-18 12.00.00.000000000 上午",600,"9.8299999999999997E+001",1001,4932,1025,0,13201,8354,"3.6000000000000001E+000",800
827,"28-9月 -17 12.00.00.000000000 上午",496,"2.9199999999999999E+001",1001,5442,1574,0,4987,9158,"1.3199999999999999E+001",819
387,"15-9月 -17 12.00.00.000000000 上午",227,"3.1E+001",1001,1172,648,0,4581,2724,"2.2999999999999998E+000",290
349,"02-6月 -19 12.00.00.000000000 上午",198,"9.6400000000000006E+001",1001,783,193,0,16761,1746,"1.2E+000",223
61,"31-3月 -18 12.00.00.000000000 上午",47,"2.8E+001",1001,231,146,0,8461,550,"3.7999999999999998E+000",65
844,"22-10月-17 12.00.00.000000000 上午",463,"5.05E+001",1001,2967,994,0,5261,5932,"3.8999999999999999E+000",664
626,"02-2月 -18 12.00.00.000000000 上午",356,"6.7799999999999997E+001",1001,3419,793,0,7321,5797,"3.0E+000",603
460,"30-8月 -17 12.00.00.000000000 上午",294,"2.0E+001",1001,2891,963,0,4341,5035,"9.5999999999999996E+000",427
125,"09-4月 -18 12.00.00.000000000 上午",66,"4.0600000000000001E+001",1001,814,164,0,8641,1302,"3.3999999999999999E+000",133
370,"24-10月-17 12.00.00.000000000 上午",246,"2.7899999999999999E+001",1001,1196,580,0,5301,2709,"3.1000000000000001E+000",317
364,"04-10月-17 12.00.00.000000000 上午",219,"2.8399999999999999E+001",1001,1747,751,0,4861,3415,"3.3999999999999999E+000",334
2462,"17-12月-18 12.00.00.000000000 上午",2559,"4.9399999999999999E+001",1001,20388,6745,0,13421,34299,"2.0399999999999999E+001",2145
272,"16-4月 -18 12.00.00.000000000 上午",169,"7.8200000000000003E+001",1001,749,409,0,8781,1819,"4.2000000000000002E+000",220
314,"17-11月-17 12.00.00.000000000 上午",189,"2.6399999999999999E+001",1001,1656,508,0,5781,2982,"2.3999999999999999E+000",315
505,"19-9月 -17 12.00.00.000000000 上午",281,"2.4800000000000001E+001",1001,2662,661,0,4661,4565,"3.3999999999999999E+000",456
1229,"27-9月 -17 12.00.00.000000000 上午",727,"3.6100000000000001E+001",1001,7587,1951,0,4986,12552,"1.5800000000000001E+001",1058
387,"24-9月 -17 12.00.00.000000000 上午",258,"2.0600000000000001E+001",1001,1907,743,0,4983,3589,"7.2999999999999998E+000",294
307,"12-11月-17 12.00.00.000000000 上午",204,"2.7600000000000001E+001",1001,755,580,0,5681,2053,"2.6000000000000001E+000",207
1137,"11-4月 -17 12.00.00.000000000 上午",736,"3.2100000000000001E+001",1001,8564,1861,0,1941,13286,"1.6E+001",988
174,"18-1月 -18 12.00.00.000000000 上午",88,"1.6899999999999999E+001",1001,410,244,0,7021,1064,"1.0E+000",148
676,"24-5月 -19 12.00.00.000000000 上午",341,"9.6599999999999994E+001",1001,1813,408,0,16581,3631,"2.0E+000",393
